
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 4: 0
====== Angle Number  2 of 4: 60
====== Angle Number  3 of 4: 120
====== Angle Number  4 of 4: 180
>> >> >> >> >> >> >> >> >> >> >> >> >> ====== With Self Absorption, Transmission Detector Resolution is 6
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> #######==============Beta= 0.000000, TempBeta = 1.000000 
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
 208    209   1350    1.32241797e+01    1.32241797e+01     2.83840417e-03    2.6e+02     1.0e+00      2.728e-01
 209    210   1359    1.32087583e+01    1.32087583e+01     2.83491898e-03    2.8e+02     1.0e+00      2.727e-01
 210    211   1369    1.31927975e+01    1.31927975e+01     2.83200792e-03    2.6e+02     1.0e+00      2.725e-01
 211    212   1379    1.31757933e+01    1.31757933e+01     2.82818389e-03    3.1e+02     1.0e+00      2.723e-01
 212    213   1384    1.31691997e+01    1.31691997e+01     2.82730766e-03    1.3e+02     1.0e+00      2.723e-01
 213    214   1394    1.31345724e+01    1.31345724e+01     2.81697103e-03    4.4e+02     1.0e+00      2.717e-01
 214    215   1399    1.31082863e+01    1.31082863e+01     2.81577721e-03    2.3e+02     1.0e+00      2.716e-01
 215    216   1404    1.31033780e+01    1.31033780e+01     2.81487556e-03    1.8e+02     1.0e+00      2.716e-01
 216    217   1414    1.27646177e+01    1.27646177e+01     2.68129854e-03    2.3e+03     1.0e+00      2.646e-01
 217    218   1417    1.25819010e+01    1.25819010e+01     2.68127367e-03    7.3e+02     1.0e+00      2.646e-01
 218    219   1420    1.25627814e+01    1.25627814e+01     2.68122628e-03    8.1e+02     1.0e+00      2.646e-01
 219    220   1426    1.24542703e+01    1.24542703e+01     2.68048905e-03    5.4e+02     1.0e+00      2.645e-01
 220    221   1430    1.24357427e+01    1.24357427e+01     2.68060483e-03    2.0e+02     1.0e+00      2.645e-01
 221    222   1440    1.24198024e+01    1.24198024e+01     2.67915153e-03    3.4e+02     1.0e+00      2.644e-01
 222    223   1444    1.24165415e+01    1.24165415e+01     2.67882710e-03    8.4e+01     1.0e+00      2.644e-01
 223    224   1454    1.23803082e+01    1.23803082e+01     2.66544412e-03    4.8e+02     1.0e+00      2.637e-01
 224    225   1456    1.23751701e+01    1.23751701e+01     2.66542370e-03    2.4e+02     1.0e+00      2.637e-01
 225    226   1463    1.23498845e+01    1.23498845e+01     2.66492075e-03    2.1e+02     1.0e+00      2.636e-01
 226    227   1467    1.23463696e+01    1.23463696e+01     2.66467174e-03    1.9e+02     1.0e+00      2.636e-01
 227    228   1471    1.23448471e+01    1.23448471e+01     2.66452816e-03    1.4e+02     1.0e+00      2.636e-01
 228    229   1481    1.22217241e+01    1.22217241e+01     2.61874979e-03    1.6e+03     1.0e+00      2.611e-01
 229    230   1486    1.21664734e+01    1.21664734e+01     2.61848665e-03    6.8e+02     1.0e+00      2.611e-01
 230    231   1490    1.21395254e+01    1.21395254e+01     2.61782328e-03    2.7e+02     1.0e+00      2.611e-01
 231    232   1494    1.21243407e+01    1.21243407e+01     2.61758188e-03    2.2e+02     1.0e+00      2.610e-01
 232    233   1499    1.21146300e+01    1.21146300e+01     2.61706985e-03    3.0e+02     1.0e+00      2.610e-01
 233    234   1504    1.21083827e+01    1.21083827e+01     2.61682367e-03    1.4e+02     1.0e+00      2.610e-01
 234    235   1509    1.21041334e+01    1.21041334e+01     2.61638001e-03    2.1e+02     1.0e+00      2.610e-01
 235    236   1514    1.21010833e+01    1.21010833e+01     2.61613815e-03    1.1e+02     1.0e+00      2.610e-01
 236    237   1519    1.20987877e+01    1.20987877e+01     2.61574880e-03    1.7e+02     1.0e+00      2.610e-01
 237    238   1524    1.20970639e+01    1.20970639e+01     2.61554450e-03    1.4e+02     1.0e+00      2.610e-01
 238    239   1534    1.15550982e+01    1.15550982e+01     2.38333234e-03    1.3e+04     1.0e+00      2.481e-01
 239    240   1536    1.10121386e+01    1.10121386e+01     2.38325299e-03    3.2e+03     1.0e+00      2.481e-01
 240    241   1539    1.09450132e+01    1.09450132e+01     2.38323109e-03    2.1e+02     1.0e+00      2.480e-01
 241    242   1544    1.09299165e+01    1.09299165e+01     2.38364794e-03    1.6e+02     1.0e+00      2.480e-01
 242    243   1551    1.09207475e+01    1.09207475e+01     2.38263493e-03    1.4e+02     1.0e+00      2.480e-01
 243    244   1555    1.09172217e+01    1.09172217e+01     2.38266007e-03    1.3e+02     1.0e+00      2.480e-01
 244    245   1565    1.09000296e+01    1.09000296e+01     2.37705734e-03    2.6e+02     1.0e+00      2.477e-01
 245    246   1569    1.08910135e+01    1.08910135e+01     2.37698691e-03    2.7e+02     1.0e+00      2.476e-01
 246    247   1579    1.08756963e+01    1.08756963e+01     2.37343834e-03    2.0e+02     1.0e+00      2.475e-01
 247    248   1581    1.08741993e+01    1.08741993e+01     2.37341909e-03    1.5e+02     1.0e+00      2.475e-01
 248    249   1588    1.08634444e+01    1.08634444e+01     2.37202673e-03    1.1e+02     1.0e+00      2.473e-01
 249    250   1592    1.08609786e+01    1.08609786e+01     2.37151135e-03    9.7e+01     1.0e+00      2.473e-01
 250    251   1602    1.08383652e+01    1.08383652e+01     2.36401085e-03    8.0e+02     1.0e+00      2.469e-01
 251    252   1606    1.08204398e+01    1.08204398e+01     2.36312609e-03    2.5e+02     1.0e+00      2.469e-01
 252    253   1610    1.08176493e+01    1.08176493e+01     2.36303859e-03    2.1e+02     1.0e+00      2.469e-01
 253    254   1620    1.07257089e+01    1.07257089e+01     2.32877135e-03    1.0e+03     1.0e+00      2.448e-01
 254    255   1624    1.06436639e+01    1.06436639e+01     2.32814494e-03    2.4e+02     1.0e+00      2.448e-01
 255    256   1629    1.06367169e+01    1.06367169e+01     2.32734104e-03    2.5e+02     1.0e+00      2.448e-01
 256    257   1639    1.06033965e+01    1.06033965e+01     2.31536501e-03    1.9e+02     1.0e+00      2.441e-01
 257    258   1643    1.05815613e+01    1.05815613e+01     2.31447977e-03    5.1e+02     1.0e+00      2.441e-01
 258    259   1648    1.05751373e+01    1.05751373e+01     2.31453652e-03    3.2e+02     1.0e+00      2.441e-01
 259    260   1658    1.05610325e+01    1.05610325e+01     2.31172118e-03    4.7e+02     1.0e+00      2.439e-01
 260    261   1668    1.05470527e+01    1.05470527e+01     2.30896226e-03    1.5e+02     1.0e+00      2.437e-01
 261    262   1678    1.05343743e+01    1.05343743e+01     2.30666177e-03    3.2e+02     1.0e+00      2.436e-01
 262    263   1682    1.05298806e+01    1.05298806e+01     2.30601802e-03    1.9e+02     1.0e+00      2.436e-01
 263    264   1692    1.05128191e+01    1.05128191e+01     2.30100489e-03    4.6e+02     1.0e+00      2.433e-01
 264    265   1694    1.05101114e+01    1.05101114e+01     2.30098152e-03    1.6e+02     1.0e+00      2.433e-01
 265    266   1701    1.04978526e+01    1.04978526e+01     2.29964679e-03    2.0e+02     1.0e+00      2.432e-01
 266    267   1711    1.04663856e+01    1.04663856e+01     2.28870539e-03    5.4e+02     1.0e+00      2.426e-01
 267    268   1715    1.04392838e+01    1.04392838e+01     2.28830520e-03    2.4e+02     1.0e+00      2.425e-01
 268    269   1720    1.04370711e+01    1.04370711e+01     2.28802617e-03    1.4e+02     1.0e+00      2.425e-01
 269    270   1730    1.03659023e+01    1.03659023e+01     2.25878558e-03    5.7e+02     1.0e+00      2.409e-01
 270    271   1734    1.03067235e+01    1.03067235e+01     2.25977690e-03    3.4e+02     1.0e+00      2.409e-01
 271    272   1740    1.02975677e+01    1.02975677e+01     2.25972412e-03    3.1e+02     1.0e+00      2.409e-01
 272    273   1750    1.02823325e+01    1.02823325e+01     2.25648110e-03    4.9e+02     1.0e+00      2.407e-01
 273    274   1755    1.02728890e+01    1.02728890e+01     2.25524096e-03    1.6e+02     1.0e+00      2.406e-01
 274    275   1759    1.02703214e+01    1.02703214e+01     2.25507208e-03    8.8e+01     1.0e+00      2.406e-01
 275    276   1769    9.80540268e+00    9.80540268e+00     2.07523955e-03    4.0e+03     1.0e+00      2.297e-01
 276    277   1774    9.55485433e+00    9.55485433e+00     2.07421370e-03    1.3e+03     1.0e+00      2.297e-01
 277    278   1778    9.46201965e+00    9.46201965e+00     2.07409716e-03    4.7e+02     1.0e+00      2.297e-01
 278    279   1787    9.34090896e+00    9.34090896e+00     2.07184495e-03    8.0e+01     1.0e+00      2.296e-01
 279    280   1797    9.20258103e+00    9.20258103e+00     2.01982683e-03    1.3e+03     1.0e+00      2.263e-01
 280    281   1799    9.17960487e+00    9.17960487e+00     2.01976051e-03    3.4e+02     1.0e+00      2.263e-01
 281    282   1808    9.06878816e+00    9.06878816e+00     2.01785768e-03    1.0e+02     1.0e+00      2.263e-01
 282    283   1812    9.06552443e+00    9.06552443e+00     2.01735932e-03    1.5e+02     1.0e+00      2.263e-01
 283    284   1822    9.03160368e+00    9.03160368e+00     2.00469017e-03    7.8e+02     1.0e+00      2.255e-01
 284    285   1824    9.01548421e+00    9.01548421e+00     2.00464531e-03    6.4e+02     1.0e+00      2.255e-01
 285    286   1831    8.99927306e+00    8.99927306e+00     2.00420739e-03    1.8e+02     1.0e+00      2.254e-01
 286    287   1841    8.85656251e+00    8.85656251e+00     1.95125180e-03    1.8e+03     1.0e+00      2.221e-01
 287    288   1843    8.81487371e+00    8.81487371e+00     1.95120989e-03    3.0e+02     1.0e+00      2.221e-01
 288    289   1847    8.77911020e+00    8.77911020e+00     1.95016392e-03    2.0e+02     1.0e+00      2.220e-01
 289    290   1852    8.76201382e+00    8.76201382e+00     1.95017689e-03    2.8e+02     1.0e+00      2.220e-01
 290    291   1862    8.72470525e+00    8.72470525e+00     1.94758423e-03    2.8e+02     1.0e+00      2.219e-01
 291    292   1866    8.71539808e+00    8.71539808e+00     1.94774805e-03    1.2e+02     1.0e+00      2.219e-01
 292    293   1876    8.69014124e+00    8.69014124e+00     1.94005548e-03    2.2e+02     1.0e+00      2.214e-01
 293    294   1881    8.68064227e+00    8.68064227e+00     1.93993520e-03    2.2e+02     1.0e+00      2.214e-01
 294    295   1891    8.66033636e+00    8.66033636e+00     1.93607501e-03    3.9e+02     1.0e+00      2.212e-01
 295    296   1894    8.65838529e+00    8.65838529e+00     1.93606227e-03    6.3e+01     1.0e+00      2.212e-01
 296    297   1900    8.65012465e+00    8.65012465e+00     1.93474075e-03    1.2e+02     1.0e+00      2.211e-01
 297    298   1904    8.64803027e+00    8.64803027e+00     1.93462496e-03    2.4e+02     1.0e+00      2.211e-01
 298    299   1914    8.62106223e+00    8.62106223e+00     1.92505404e-03    5.0e+02     1.0e+00      2.205e-01
 299    300   1921    8.59658745e+00    8.59658745e+00     1.92453159e-03    6.7e+01     1.0e+00      2.204e-01
 300    301   1931    8.56556363e+00    8.56556363e+00     1.91343782e-03    3.0e+02     1.0e+00      2.197e-01
LMQNBC: termination 5
#######==============Beta= 100000000.000000, TempBeta = 1.000000 
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
   0      1      0    4.87678760e+08    4.65845180e+08    2.18335796e-01    2.0e+09     1.0e+00      4.976e-01
   1      2      2    7.34080913e+06    6.74870772e+06     5.92101404e-03    2.0e+08     1.0e+00      4.405e-01
   2      3      5    9.10255192e+05    4.97470095e+05     4.12785096e-03    1.1e+07     1.0e+00      4.182e-01
   3      4      9    3.69060860e+05    5.54562653e+04     3.13604595e-03    2.0e+06     1.0e+00      3.711e-01
   4      5     14    5.70451378e+04    1.01463760e+04     4.68987618e-04    1.4e+06     1.0e+00      1.866e-01
   5      6     22    2.82703073e+03    1.24837740e+03     1.57865334e-05    3.0e+05     1.0e+00      2.812e-02
   6      7     28    6.15923409e+02    1.02485214e+02     5.13438195e-06    7.2e+04     1.0e+00      1.893e-02
   7      8     30    4.79105584e+02    2.88693262e+01     4.50236258e-06    8.2e+04     1.0e+00      1.764e-02
   8      9     38    7.55035972e+00    5.96034584e+00     1.59001388e-08    2.3e+04     1.0e+00      1.083e-03
   9     10     40    1.72695280e+00    2.45559067e-01     1.48139373e-08    3.4e+03     1.0e+00      1.010e-03
  10     11     45    3.86294512e-01    1.42088076e-01     2.44206435e-09    3.6e+03     1.0e+00      4.166e-04
  11     12     50    9.55988167e-02    2.29243698e-02     7.26744469e-10    1.4e+03     1.0e+00      2.302e-04
  12     13     58    7.47077962e-03    4.65679804e-03     2.81398158e-11    2.9e+02     1.0e+00      4.722e-05
  13     14     62    1.22111644e-03    2.90644269e-04     9.30472175e-12    1.4e+02     1.0e+00      2.555e-05
  14     15     69    4.42986385e-05    2.99269321e-05     1.43717064e-13    1.8e+01     1.0e+00      3.058e-06
  15     16     72    3.07768901e-06    6.55317393e-07     2.42237161e-14    8.5e+00     1.0e+00      1.332e-06
  16     17     80    7.08916400e-08    5.31275413e-08     1.77640986e-16    1.1e+00     1.0e+00      1.224e-07
  17     18     84    6.30465804e-09    2.65219889e-09     3.65245915e-17    2.7e-01     1.0e+00      3.883e-08
  18     19     89    1.50403324e-09    8.48857567e-10     6.55175676e-18    2.3e-01     1.0e+00      1.819e-08
  19     20     94    4.08862829e-10    1.52770467e-10     2.56092362e-18    7.5e-02     1.0e+00      1.044e-08
  20     21    101    1.23574154e-13    1.21799324e-13     1.77482936e-23    1.4e-03     1.0e+00      1.351e-10
  21     22    104    2.93494153e-15    2.88511151e-15     4.98300253e-25    7.2e-04     1.0e+00      9.393e-12
  22     23    107    1.26056531e-16    9.89005510e-17     2.71559796e-25    6.1e-05     1.0e+00      5.180e-12
  23     24    112    1.13096627e-17    5.37503956e-18     5.93462312e-26    1.2e-05     1.0e+00      1.579e-12
LMQNBC: termination 5
#######==============Beta= 1.000000, TempBeta = 0.000000 
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
   0      1      0    2.18335796e-01    4.65845180e+08    2.18335796e-01    9.3e-01     1.0e+00      4.976e-01
   1      2      2    5.27729235e-03    1.58431433e+07     5.27729235e-03    1.5e-01     1.0e+00      4.422e-01
   2      3      4    1.19305087e-03    1.21391970e+07     1.19305087e-03    2.3e-02     1.0e+00      4.371e-01
   3      4      7    5.39274392e-05    1.48849144e+07     5.39274392e-05    3.4e-03     1.0e+00      4.167e-01
   4      5     12    6.64346512e-06    1.46058512e+07     6.64346512e-06    1.8e-03     1.0e+00      4.129e-01
   5      6     19    9.51242269e-07    1.28061811e+07     9.51242269e-07    2.4e-04     1.0e+00      4.067e-01
   6      7     23    3.81453081e-07    1.24155068e+07     3.81453081e-07    4.2e-05     1.0e+00      4.055e-01
   7      8     26    2.56437948e-07    1.22593912e+07     2.56437948e-07    8.7e-05     1.0e+00      4.054e-01
   8      9     34    1.55028762e-09    1.15610893e+07     1.55028762e-09    2.5e-06     1.0e+00      4.045e-01
   9     10     37    3.76428005e-11    1.15639320e+07     3.76428005e-11    7.0e-07     1.0e+00      4.045e-01
  10     11     40    1.45309916e-11    1.15627280e+07     1.45309916e-11    5.6e-07     1.0e+00      4.045e-01
  11     12     48    4.71830760e-13    1.15585625e+07     4.71830760e-13    4.3e-08     1.0e+00      4.045e-01
  12     13     51    4.77198214e-14    1.15584465e+07     4.77198214e-14    1.2e-08     1.0e+00      4.045e-01
  13     14     54    2.60437720e-14    1.15584180e+07     2.60437720e-14    1.7e-08     1.0e+00      4.045e-01
  14     15     60    4.19899146e-15    1.15582659e+07     4.19899146e-15    7.6e-09     1.0e+00      4.045e-01
  15     16     64    8.80508232e-16    1.15582579e+07     8.80508232e-16    1.7e-09     1.0e+00      4.045e-01
  16     17     68    5.76363260e-16    1.15582498e+07     5.76363260e-16    7.1e-09     1.0e+00      4.045e-01
  17     18     76    3.98817670e-19    1.15582183e+07     3.98817670e-19    4.7e-11     1.0e+00      4.045e-01
LMQNBC: termination 5
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> 
