
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 10: 0
====== Angle Number  2 of 10: 20
====== Angle Number  3 of 10: 40
====== Angle Number  4 of 10: 60
====== Angle Number  5 of 10: 80
====== Angle Number  6 of 10: 100
====== Angle Number  7 of 10: 120
====== Angle Number  8 of 10: 140
====== Angle Number  9 of 10: 160
====== Angle Number  10 of 10: 180
>> >> >> >> >> >> >> >> >> >> >> >> >> ====== With Self Absorption, Transmission Detector Resolution is 30
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> #######==============Beta= 1.000000, TempBeta = 0.000000 
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
 188    189   1291    2.84588472e-09    4.43475805e+06     2.84588472e-09    2.3e-07     1.0e+00      6.707e-01
 189    190   1301    2.83411229e-09    4.43467887e+06     2.83411229e-09    2.8e-07     1.0e+00      6.707e-01
 190    191   1303    2.83172190e-09    4.43474386e+06     2.83172190e-09    1.9e-07     1.0e+00      6.707e-01
 191    192   1313    2.81526748e-09    4.43441711e+06     2.81526748e-09    6.3e-07     1.0e+00      6.706e-01
 192    193   1315    2.80829358e-09    4.43441485e+06     2.80829358e-09    2.0e-07     1.0e+00      6.706e-01
 193    194   1325    2.79514477e-09    4.43431245e+06     2.79514477e-09    4.0e-07     1.0e+00      6.706e-01
 194    195   1327    2.79120159e-09    4.43439218e+06     2.79120159e-09    1.8e-07     1.0e+00      6.706e-01
 195    196   1337    2.77282191e-09    4.43398541e+06     2.77282191e-09    5.3e-07     1.0e+00      6.706e-01
 196    197   1339    2.76528838e-09    4.43407830e+06     2.76528838e-09    3.2e-07     1.0e+00      6.706e-01
 197    198   1349    2.75354046e-09    4.43397275e+06     2.75354046e-09    2.0e-07     1.0e+00      6.706e-01
 198    199   1359    2.74230545e-09    4.43382137e+06     2.74230545e-09    2.4e-07     1.0e+00      6.706e-01
 199    200   1362    2.73958833e-09    4.43393333e+06     2.73958833e-09    1.6e-07     1.0e+00      6.706e-01
 200    201   1372    2.66922194e-09    4.43282101e+06     2.66922194e-09    5.2e-07     1.0e+00      6.705e-01
 201    202   1378    2.60770446e-09    4.43264965e+06     2.60770446e-09    1.2e-07     1.0e+00      6.705e-01
 202    203   1388    2.57098796e-09    4.43191636e+06     2.57098796e-09    5.1e-07     1.0e+00      6.704e-01
 203    204   1390    2.55624158e-09    4.43193444e+06     2.55624158e-09    1.8e-07     1.0e+00      6.704e-01
 204    205   1396    2.53858082e-09    4.43206750e+06     2.53858082e-09    1.4e-07     1.0e+00      6.704e-01
 205    206   1406    2.51557054e-09    4.43166374e+06     2.51557054e-09    3.1e-07     1.0e+00      6.704e-01
 206    207   1410    2.50093810e-09    4.43145218e+06     2.50093810e-09    2.7e-07     1.0e+00      6.704e-01
 207    208   1420    2.49022066e-09    4.43146923e+06     2.49022066e-09    1.3e-07     1.0e+00      6.704e-01
 208    209   1430    2.48032102e-09    4.43130989e+06     2.48032102e-09    2.0e-07     1.0e+00      6.704e-01
 209    210   1434    2.47596593e-09    4.43145087e+06     2.47596593e-09    2.0e-07     1.0e+00      6.704e-01
 210    211   1444    2.46126339e-09    4.43127765e+06     2.46126339e-09    4.1e-07     1.0e+00      6.703e-01
 211    212   1446    2.45783723e-09    4.43127320e+06     2.45783723e-09    1.5e-07     1.0e+00      6.703e-01
 212    213   1453    2.44789606e-09    4.43113864e+06     2.44789606e-09    7.8e-08     1.0e+00      6.703e-01
 213    214   1463    2.40807882e-09    4.43048643e+06     2.40807882e-09    9.5e-07     1.0e+00      6.703e-01
 214    215   1465    2.38227675e-09    4.43045423e+06     2.38227675e-09    1.5e-07     1.0e+00      6.703e-01
 215    216   1473    2.36943851e-09    4.43034891e+06     2.36943851e-09    7.7e-08     1.0e+00      6.703e-01
 216    217   1483    2.34636458e-09    4.43002673e+06     2.34636458e-09    5.6e-07     1.0e+00      6.702e-01
 217    218   1488    2.32906146e-09    4.42974771e+06     2.32906146e-09    3.1e-07     1.0e+00      6.702e-01
 218    219   1498    2.32008757e-09    4.42977431e+06     2.32008757e-09    1.7e-07     1.0e+00      6.702e-01
 219    220   1508    2.31159421e-09    4.42960045e+06     2.31159421e-09    1.4e-07     1.0e+00      6.702e-01
 220    221   1518    2.30320812e-09    4.42960139e+06     2.30320812e-09    1.6e-07     1.0e+00      6.702e-01
 221    222   1528    2.29492749e-09    4.42942789e+06     2.29492749e-09    1.3e-07     1.0e+00      6.702e-01
 222    223   1538    2.28680359e-09    4.42942888e+06     2.28680359e-09    1.3e-07     1.0e+00      6.702e-01
 223    224   1548    2.27875562e-09    4.42925823e+06     2.27875562e-09    1.3e-07     1.0e+00      6.702e-01
 224    225   1558    2.27078469e-09    4.42926206e+06     2.27078469e-09    1.4e-07     1.0e+00      6.702e-01
 225    226   1568    2.26287072e-09    4.42909183e+06     2.26287072e-09    1.3e-07     1.0e+00      6.702e-01
 226    227   1578    2.25501567e-09    4.42909585e+06     2.25501567e-09    1.5e-07     1.0e+00      6.702e-01
 227    228   1588    2.24721518e-09    4.42892756e+06     2.24721518e-09    1.3e-07     1.0e+00      6.702e-01
 228    229   1598    2.23947070e-09    4.42893103e+06     2.23947070e-09    1.5e-07     1.0e+00      6.702e-01
 229    230   1608    2.23177801e-09    4.42876527e+06     2.23177801e-09    1.3e-07     1.0e+00      6.701e-01
 230    231   1618    2.22413811e-09    4.42876762e+06     2.22413811e-09    1.5e-07     1.0e+00      6.701e-01
 231    232   1628    2.21654711e-09    4.42860476e+06     2.21654711e-09    1.3e-07     1.0e+00      6.701e-01
 232    233   1638    2.20900573e-09    4.42860564e+06     2.20900573e-09    1.5e-07     1.0e+00      6.701e-01
 233    234   1648    2.20151054e-09    4.42844584e+06     2.20151054e-09    1.3e-07     1.0e+00      6.701e-01
 234    235   1658    2.19406207e-09    4.42844502e+06     2.19406207e-09    1.5e-07     1.0e+00      6.701e-01
 235    236   1668    2.18665743e-09    4.42828832e+06     2.18665743e-09    1.3e-07     1.0e+00      6.701e-01
 236    237   1678    2.17929700e-09    4.42828577e+06     2.17929700e-09    1.5e-07     1.0e+00      6.701e-01
 237    238   1688    2.17197842e-09    4.42813205e+06     2.17197842e-09    1.3e-07     1.0e+00      6.701e-01
 238    239   1698    2.16470201e-09    4.42812782e+06     2.16470201e-09    1.5e-07     1.0e+00      6.701e-01
 239    240   1708    2.15746581e-09    4.42797692e+06     2.15746581e-09    1.3e-07     1.0e+00      6.701e-01
 240    241   1718    2.15027011e-09    4.42797114e+06     2.15027011e-09    1.5e-07     1.0e+00      6.701e-01
 241    242   1728    2.14311329e-09    4.42782285e+06     2.14311329e-09    1.3e-07     1.0e+00      6.701e-01
 242    243   1738    2.13599560e-09    4.42781566e+06     2.13599560e-09    1.5e-07     1.0e+00      6.701e-01
 243    244   1748    2.12891571e-09    4.42766977e+06     2.12891571e-09    1.3e-07     1.0e+00      6.700e-01
 244    245   1758    2.12187383e-09    4.42766134e+06     2.12187383e-09    1.5e-07     1.0e+00      6.700e-01
 245    246   1764    2.11773549e-09    4.42771482e+06     2.11773549e-09    1.2e-07     1.0e+00      6.700e-01
 246    247   1774    2.09963127e-09    4.42738929e+06     2.09963127e-09    5.6e-07     1.0e+00      6.700e-01
 247    248   1777    2.09065219e-09    4.42731233e+06     2.09065219e-09    3.1e-07     1.0e+00      6.700e-01
 248    249   1783    2.08235745e-09    4.42728894e+06     2.08235745e-09    6.6e-08     1.0e+00      6.700e-01
 249    250   1789    2.07664852e-09    4.42711970e+06     2.07664852e-09    1.5e-07     1.0e+00      6.700e-01
 250    251   1797    2.07024607e-09    4.42712458e+06     2.07024607e-09    7.8e-08     1.0e+00      6.700e-01
 251    252   1807    2.05723402e-09    4.42667883e+06     2.05723402e-09    2.5e-07     1.0e+00      6.700e-01
 252    253   1810    2.04881124e-09    4.42691121e+06     2.04881124e-09    1.4e-07     1.0e+00      6.700e-01
 253    254   1817    2.04442810e-09    4.42681818e+06     2.04442810e-09    7.2e-08     1.0e+00      6.700e-01
 254    255   1827    1.76559747e-09    4.42060338e+06     1.76559747e-09    3.2e-06     1.0e+00      6.695e-01
 255    256   1829    1.56328252e-09    4.42069831e+06     1.56328252e-09    3.6e-07     1.0e+00      6.695e-01
 256    257   1834    1.54558831e-09    4.42075811e+06     1.54558831e-09    7.8e-08     1.0e+00      6.695e-01
 257    258   1844    1.52775769e-09    4.42033447e+06     1.52775769e-09    6.5e-07     1.0e+00      6.694e-01
 258    259   1848    1.51298909e-09    4.42018588e+06     1.51298909e-09    1.6e-07     1.0e+00      6.694e-01
 259    260   1852    1.51137158e-09    4.42024566e+06     1.51137158e-09    5.5e-08     1.0e+00      6.694e-01
 260    261   1862    1.48660804e-09    4.41926899e+06     1.48660804e-09    5.2e-07     1.0e+00      6.694e-01
 261    262   1865    1.46854363e-09    4.41967129e+06     1.46854363e-09    2.8e-07     1.0e+00      6.694e-01
 262    263   1870    1.46304520e-09    4.41962017e+06     1.46304520e-09    4.5e-08     1.0e+00      6.694e-01
 263    264   1880    1.44963303e-09    4.41942059e+06     1.44963303e-09    2.2e-07     1.0e+00      6.694e-01
 264    265   1885    1.43821586e-09    4.41919101e+06     1.43821586e-09    2.1e-07     1.0e+00      6.693e-01
 265    266   1895    1.43226660e-09    4.41909250e+06     1.43226660e-09    2.5e-07     1.0e+00      6.693e-01
 266    267   1897    1.43070365e-09    4.41907824e+06     1.43070365e-09    1.3e-07     1.0e+00      6.693e-01
 267    268   1903    1.42758997e-09    4.41913950e+06     1.42758997e-09    4.7e-08     1.0e+00      6.693e-01
 268    269   1913    1.35831979e-09    4.41730433e+06     1.35831979e-09    1.0e-06     1.0e+00      6.692e-01
 269    270   1915    1.31483436e-09    4.41726967e+06     1.31483436e-09    1.5e-07     1.0e+00      6.692e-01
 270    271   1920    1.29536420e-09    4.41716033e+06     1.29536420e-09    7.9e-08     1.0e+00      6.692e-01
 271    272   1930    1.28978719e-09    4.41707591e+06     1.28978719e-09    1.9e-07     1.0e+00      6.692e-01
 272    273   1937    1.28498146e-09    4.41709575e+06     1.28498146e-09    5.9e-08     1.0e+00      6.692e-01
 273    274   1947    1.27239882e-09    4.41687987e+06     1.27239882e-09    3.8e-07     1.0e+00      6.691e-01
 274    275   1951    1.26217229e-09    4.41671341e+06     1.26217229e-09    1.8e-07     1.0e+00      6.691e-01
 275    276   1961    1.25884731e-09    4.41662898e+06     1.25884731e-09    6.7e-08     1.0e+00      6.691e-01
 276    277   1971    1.25578366e-09    4.41658265e+06     1.25578366e-09    1.1e-07     1.0e+00      6.691e-01
 277    278   1976    1.25423866e-09    4.41665340e+06     1.25423866e-09    7.1e-08     1.0e+00      6.691e-01
 278    279   1986    1.23176068e-09    4.41600881e+06     1.23176068e-09    2.8e-07     1.0e+00      6.691e-01
 279    280   1991    1.21091105e-09    4.41592400e+06     1.21091105e-09    8.0e-08     1.0e+00      6.691e-01
 280    281   2001    1.20597465e-09    4.41580182e+06     1.20597465e-09    1.4e-07     1.0e+00      6.691e-01
 281    282   2006    1.20187588e-09    4.41588184e+06     1.20187588e-09    6.2e-08     1.0e+00      6.691e-01
 282    283   2016    1.18978734e-09    4.41549381e+06     1.18978734e-09    2.2e-07     1.0e+00      6.690e-01
 283    284   2022    1.17851200e-09    4.41543970e+06     1.17851200e-09    5.1e-08     1.0e+00      6.690e-01
 284    285   2032    1.17115872e-09    4.41522836e+06     1.17115872e-09    3.6e-07     1.0e+00      6.690e-01
 285    286   2037    1.16505302e-09    4.41530524e+06     1.16505302e-09    9.6e-08     1.0e+00      6.690e-01
 286    287   2047    1.15982825e-09    4.41515440e+06     1.15982825e-09    2.3e-07     1.0e+00      6.690e-01
 287    288   2049    1.15848694e-09    4.41513174e+06     1.15848694e-09    7.9e-08     1.0e+00      6.690e-01
 288    289   2053    1.15567602e-09    4.41508039e+06     1.15567602e-09    5.6e-08     1.0e+00      6.690e-01
 289    290   2063    1.13637951e-09    4.41452438e+06     1.13637951e-09    6.1e-07     1.0e+00      6.690e-01
 290    291   2065    1.12670706e-09    4.41454273e+06     1.12670706e-09    2.3e-07     1.0e+00      6.690e-01
 291    292   2071    1.11825881e-09    4.41452841e+06     1.11825881e-09    4.5e-08     1.0e+00      6.689e-01
 292    293   2081    1.11210446e-09    4.41451736e+06     1.11210446e-09    2.0e-07     1.0e+00      6.689e-01
 293    294   2083    1.10984442e-09    4.41446332e+06     1.10984442e-09    9.3e-08     1.0e+00      6.689e-01
 294    295   2092    1.10603996e-09    4.41435843e+06     1.10603996e-09    4.0e-08     1.0e+00      6.689e-01
 295    296   2102    1.10206354e-09    4.41432448e+06     1.10206354e-09    1.8e-07     1.0e+00      6.689e-01
 296    297   2112    1.09818261e-09    4.41424061e+06     1.09818261e-09    4.5e-08     1.0e+00      6.689e-01
 297    298   2122    1.09459481e-09    4.41419769e+06     1.09459481e-09    1.8e-07     1.0e+00      6.689e-01
 298    299   2129    1.09168730e-09    4.41407749e+06     1.09168730e-09    3.5e-08     1.0e+00      6.689e-01
 299    300   2139    1.08168362e-09    4.41378236e+06     1.08168362e-09    4.0e-07     1.0e+00      6.689e-01
 300    301   2141    1.07581282e-09    4.41384485e+06     1.07581282e-09    1.7e-07     1.0e+00      6.689e-01
LMQNBC: termination 5
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> 
