
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 6: 0
====== Angle Number  2 of 6: 36
====== Angle Number  3 of 6: 72
====== Angle Number  4 of 6: 108
====== Angle Number  5 of 6: 144
====== Angle Number  6 of 6: 180
>> >> >> >> >> >> ===================== 10
====== With Self Absorption, Transmission Detector Resolution is 16
ans =
   410   300
ans =
    82   300
J1 =
   240
J2 =
    70
J3 =
   300
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
 137    138    918    5.36853564e-04    4.80753925e-04     5.60996384e-05    8.8e-03     1.0e+00      2.856e-01
 138    139    928    5.34691999e-04    4.78859454e-04     5.58325458e-05    4.1e-03     1.0e+00      2.855e-01
 139    140    938    5.32560262e-04    4.77164849e-04     5.53954136e-05    8.7e-03     1.0e+00      2.854e-01
 140    141    948    5.30458787e-04    4.75196158e-04     5.52626288e-05    4.0e-03     1.0e+00      2.853e-01
 141    142    958    5.28385664e-04    4.73665920e-04     5.47197433e-05    8.7e-03     1.0e+00      2.852e-01
 142    143    968    5.26341191e-04    4.71628465e-04     5.47127265e-05    3.9e-03     1.0e+00      2.851e-01
 143    144    978    5.24323593e-04    4.70250507e-04     5.40730860e-05    8.6e-03     1.0e+00      2.851e-01
 144    145    988    5.22333011e-04    4.68153177e-04     5.41798338e-05    3.8e-03     1.0e+00      2.850e-01
 145    146    998    5.20367866e-04    4.66912435e-04     5.34554311e-05    8.5e-03     1.0e+00      2.849e-01
 146    147   1008    5.18428146e-04    4.64766485e-04     5.36616606e-05    3.7e-03     1.0e+00      2.848e-01
 147    148   1018    5.16512508e-04    4.63646291e-04     5.28662171e-05    8.4e-03     1.0e+00      2.847e-01
 148    149   1028    5.14620809e-04    4.61464142e-04     5.31566663e-05    3.6e-03     1.0e+00      2.847e-01
 149    150   1038    5.12751943e-04    4.60447537e-04     5.23044064e-05    8.3e-03     1.0e+00      2.846e-01
 150    151   1048    5.10905665e-04    4.58241728e-04     5.26639369e-05    3.5e-03     1.0e+00      2.845e-01
 151    152   1058    5.09081087e-04    4.57312451e-04     5.17686366e-05    8.2e-03     1.0e+00      2.845e-01
 152    153   1068    5.07277894e-04    4.55094889e-04     5.21830053e-05    3.4e-03     1.0e+00      2.844e-01
 153    154   1078    5.05495377e-04    4.54237997e-04     5.12573801e-05    8.1e-03     1.0e+00      2.843e-01
 154    155   1088    5.03733181e-04    4.52019500e-04     5.17136810e-05    3.3e-03     1.0e+00      2.843e-01
 155    156   1098    5.01990739e-04    4.51221669e-04     5.07690701e-05    8.0e-03     1.0e+00      2.842e-01
 156    157   1108    5.00267676e-04    4.49011756e-04     5.12559207e-05    3.2e-03     1.0e+00      2.841e-01
 157    158   1118    4.98563531e-04    4.48261348e-04     5.03021834e-05    7.9e-03     1.0e+00      2.841e-01
 158    159   1128    4.96877927e-04    4.46068181e-04     5.08097452e-05    3.1e-03     1.0e+00      2.840e-01
 159    160   1138    4.95210476e-04    4.45355191e-04     4.98552844e-05    7.7e-03     1.0e+00      2.840e-01
 160    161   1148    4.93560813e-04    4.43185621e-04     5.03751921e-05    3.0e-03     1.0e+00      2.839e-01
 161    162   1158    4.91928600e-04    4.42501558e-04     4.94270417e-05    7.6e-03     1.0e+00      2.839e-01
 162    163   1168    4.90313489e-04    4.40361195e-04     4.99522945e-05    2.9e-03     1.0e+00      2.838e-01
 163    164   1178    4.88715175e-04    4.39698948e-04     4.90162273e-05    7.5e-03     1.0e+00      2.838e-01
 164    165   1188    4.87133332e-04    4.37592260e-04     4.95410719e-05    2.8e-03     1.0e+00      2.837e-01
 165    166   1198    4.85567674e-04    4.36945965e-04     4.86217088e-05    7.4e-03     1.0e+00      2.837e-01
 166    167   1208    4.84017898e-04    4.34876371e-04     4.91415268e-05    2.7e-03     1.0e+00      2.836e-01
 167    168   1218    4.82483729e-04    4.34241289e-04     4.82424397e-05    7.3e-03     1.0e+00      2.836e-01
 168    169   1228    4.80964886e-04    4.32211247e-04     4.87536399e-05    2.6e-03     1.0e+00      2.835e-01
 169    170   1238    4.79461105e-04    4.31583654e-04     4.78774507e-05    7.2e-03     1.0e+00      2.835e-01
 170    171   1248    4.77972118e-04    4.29594756e-04     4.83773620e-05    2.5e-03     1.0e+00      2.835e-01
 171    172   1258    4.76497672e-04    4.28971827e-04     4.75258450e-05    7.1e-03     1.0e+00      2.834e-01
 172    173   1268    4.75037513e-04    4.27024907e-04     4.80126054e-05    2.5e-03     1.0e+00      2.834e-01
 173    174   1278    4.73591395e-04    4.26404599e-04     4.71867960e-05    7.0e-03     1.0e+00      2.833e-01
 174    175   1288    4.72159075e-04    4.24499841e-04     4.76592340e-05    2.5e-03     1.0e+00      2.833e-01
 175    176   1298    4.70740320e-04    4.23880774e-04     4.68595462e-05    6.9e-03     1.0e+00      2.833e-01
 176    177   1308    4.69334890e-04    4.22017832e-04     4.73170584e-05    2.5e-03     1.0e+00      2.832e-01
 177    178   1318    4.67942569e-04    4.21399162e-04     4.65434072e-05    6.8e-03     1.0e+00      2.832e-01
 178    179   1328    4.66563117e-04    4.19577282e-04     4.69858351e-05    2.5e-03     1.0e+00      2.832e-01
 179    180   1338    4.65196338e-04    4.18958581e-04     4.62377567e-05    6.7e-03     1.0e+00      2.832e-01
 180    181   1348    4.63841990e-04    4.17176718e-04     4.66652717e-05    2.5e-03     1.0e+00      2.831e-01
 181    182   1358    4.62499897e-04    4.16557862e-04     4.59420353e-05    6.6e-03     1.0e+00      2.831e-01
 182    183   1368    4.61215222e-04    4.14865570e-04     4.63496523e-05    2.5e-03     1.0e+00      2.831e-01
 183    184   1378    4.59937114e-04    4.14288848e-04     4.56482658e-05    5.7e-03     1.0e+00      2.831e-01
 184    185   1388    4.58672134e-04    4.12633222e-04     4.60389119e-05    2.5e-03     1.0e+00      2.830e-01
 185    186   1398    4.57420009e-04    4.12056407e-04     4.53636018e-05    5.6e-03     1.0e+00      2.830e-01
 186    187   1408    4.56180403e-04    4.10445112e-04     4.57352902e-05    2.4e-03     1.0e+00      2.830e-01
 187    188   1418    4.54953120e-04    4.09867950e-04     4.50851705e-05    5.6e-03     1.0e+00      2.830e-01
 188    189   1428    4.53737847e-04    4.08297091e-04     4.54407567e-05    2.4e-03     1.0e+00      2.829e-01
 189    190   1438    4.52534413e-04    4.07720059e-04     4.48143544e-05    5.5e-03     1.0e+00      2.829e-01
 190    191   1448    4.51342518e-04    4.06187469e-04     4.51550488e-05    2.4e-03     1.0e+00      2.829e-01
 191    192   1458    4.50162009e-04    4.05610798e-04     4.45512119e-05    5.4e-03     1.0e+00      2.829e-01
 192    193   1468    4.48992601e-04    4.04114846e-04     4.48777547e-05    2.4e-03     1.0e+00      2.829e-01
